element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Fe	2	"566.55895"	"0.00014"	"566.55876"	"0.00010"	"210"	""		"11.4271793"	"13.6149454"	"3d5.(4G).4s.4p.(3P*)"	"x 4H*"	"11/2"	"3d6.(3G).4d"	"4F"	"9/2"	12	10		""	"L18349c139"	
Fe	1	"566.5633"	"0.0003"	"566.56348"	"0.00005"	"11"	""		"3.64164057"	"5.82938837"	"3d6.4s2"	"b 3D"	"3"	"3d7.(4P).4p"	"w 3D*"	"3"	7	7		""	"L11631"	
N	2	"566.663"	""	"566.663"	""	"650"	"3.45e+07"	A	"18.466228"	"20.653592"	"2s2.2p.3s"	"3P*"	"1"	"2s2.2p.3p"	"3D"	"2"	3	5		"T7333"	"L3513"	
Fe	1	"566.6791"	"0.0005"	"566.67874"	"0.00005"	"4"	""		"4.15435379"	"6.34165661"	"3d7.(4F).4p"	"y 5D*"	"3"	"3d6.(5D).4s (6D).4d"	"e 5S"	"2"	7	5		""	"L11631"	
Cr	1	"566.699"	"0.003"	"566.69506"	"0.00006"	"10"	""		"3.08689206"	"5.27413188"	"3d5.(4G).4s"	"a 3G"	"4"	"3d5.(4G).4p"	"z 5G*"	"3"	9	7		""	"L808"	
Ar	2	"566.729"	"0.0008"	"566.73051"	"0.00004"	"0"	""		"23.570177223"	"25.75728027"	"3s2.3p4.(3P).5p"	"4D*"	"3/2"	"3s2.3p4.(3P).6d"	"4D"	"5/2"	4	6		""	"L14821"	
Cu	2	"566.7434"	"0.0003"	"566.74344"	"0.00019"	"180"	"5.8e+06"	D+	"16.9901471"	"19.1772002"	"3d9.(2D<5/2>).5d"	"2[7/2]"	"3"	"3d9.(2D<5/2>).7f"	"2[9/2]*"	"4"	7	9		"T9697"	"L869c171"	
Fe	1	"566.7460"	"0.0006"	"566.74576"	"0.00010"	"18bl"	""		"5.06378173"	"7.2508259"	"3d6.(5D).4s.4p.(1P*)"	"x 5F*"	"3"	"3d6.4s.(4D).4d"	"5P"	"3"	7	7		""	"L11631"	
Fe	1	"566.75176"	"0.00010"	"566.75177"	"0.00005"	"178"	"6.12e+05"	C	"4.17769679"	"6.36471779"	"3d7.(4F).4p"	"y 5F*"	"5"	"3d6.(5D).4s (6D).4d"	"e 7G"	"4"	11	9		"T5720"	"L11631"	
Ti	1	"566.7592"	"0.0004"	"566.75935"	"0.00013"	"9"	""		"3.1390089"	"5.3260006"	"3d3.(4F).4p"	"y 3D*"	"1"	"3d4"	"3F1"	"2"	3	5		""	"L10989"	
Fe	1	"566.7664"	"0.0003"	"566.76661"	"0.00005"	"2"	"4.8e+04"	E	"2.60850194"	"4.79546566"	"3d6.4s2"	"b 3F2"	"2"	"3d7.(4F).4p"	"y 3D*"	"2"	5	5		"T2578n"	"L11631"	
Cr	1	"566.783"	"0.003"	"566.7815"	"0.0016"	"18"	""		"4.1860366"	"6.372943"	"3d5.(2I).4s"	"b 1I"	"6"	"3d4.(3H).4s.4p.(3P*)"	"z 1H*"	"5"	13	11		""	"L808"	
Cu	2	"566.8007"	"0.0003"	"566.80080"	"0.00019"	"180"	""		"16.9901471"	"19.1769789"	"3d9.(2D<5/2>).5d"	"2[7/2]"	"3"	"3d9.(2D<5/2>).7f"	"2[7/2]*"	"4"	7	9		""	"L869c171"	
Cr	2	"566.82006"	"0.00011"	"566.82023"	"0.00010"	"9"	""		"10.91077539"	"13.09753223"	"3d4.(5D).4d"	"e 6F"	"11/2"	"3d4.(5D<3>).4f"	"2[5]*"	"11/2"	12	12		""	"L18847"	
Fe	2	"566.86318"	"0.00018"	"566.86305"	"0.00004"	"130"	"4.3e+06"	D+	"10.6290223"	"12.8156139"	"3d6.(5D).4d"	"4S"	"3/2"	"3d6.(5D<3>).4f"	"2[3]*"	"5/2"	4	6		"T6892c83"	"L18349c139"	
C	1	"566.8951"	"0.0014"	"566.8940"	"0.0004"	"18000"	"2.4e+06"	C	"8.53709962"	"10.7235720"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.5d"	"1P*"	"1"	3	3		"T5520"	"L17684"	
Si	2	"566.956"	""	"566.956"	""	"1000w"	"5.00e+07"	B+	"14.199804"	"16.386036"	"3s.3p.(3P*).3d"	"4F*"	"9/2"	"3s.3p.(3P*).4p"	"4D"	"7/2"	10	8		"T6570"	"L3541"	
Fe	1	"566.9647"	"0.0003"	"566.96455"	"0.00005"	"4"	""		"4.23053960"	"6.41673983"	"3d7.(4F).4p"	"y 5D*"	"0"	"3d6.(5D).4s (6D).4d"	"f 5F"	"1"	1	3		""	"L11631"	
Ar	2	"566.996"	"0.0008"	"566.999541"	"0.000016"	"0"	""		"23.620386781"	"25.80645208"	"3s2.3p4.(3P).5p"	"2D*"	"5/2"	"3s2.3p4.(3P).6d"	"4F"	"7/2"	6	8		""	"L14821"	
Cu	2	"567.0329"	"0.0003"	"567.03245"	"0.00016"	"350"	"7.4e+06"	D+	"16.99134811"	"19.1772865"	"3d9.(2D<5/2>).5d"	"2[7/2]"	"4"	"3d9.(2D<5/2>).7f"	"2[9/2]*"	"5"	9	11		"T9697"	"L869c171"	
Fe	1	"567.1830"	"0.0003"	"567.18280"	"0.00005"	"4"	""		"4.43461275"	"6.61997175"	"3d7.(4F).4p"	"z 3G*"	"4"	"3d7.(4F).4d"	"g 5F"	"4"	9	9		""	"L11631"	
Cr	1	"567.199"	"0.003"	"567.1963"	"0.0013"	"12"	""		"5.84283485"	"8.028142"	"3d4.(3H).4s.4p.(3P*)"	"x 5G*"	"3"	"3d4.4s.5s"	"e 5H"	"4"	7	9		""	"L808"	
Fe	1	"567.2264"	"0.0003"	"567.22614"	"0.00005"	"2"	""		"4.58438864"	"6.76958063"	"3d7.(2F).4s"	"d 3F"	"3"	"3d6.(3G).4s.4p.(3P*)"	"t 3G*"	"3"	7	7		""	"L11631"	
Ar	2	"567.29766"	"0.00019"	"567.297723"	"0.000013"	"6"	""		"23.514204395"	"25.69912067"	"3s2.3p4.(3P).5p"	"4D*"	"5/2"	"3s2.3p4.(3P).7s"	"4P"	"3/2"	6	4		""	"L11520"	
Ti	1	"567.3047"	"0.0004"	"567.3049"	"0.0003"	"11"	""		"3.4070940"	"5.5919826"	"3d2.(1D).4s.4p.(3P*)"	"x 3D*"	"3"	"3d2.4s.(2D).5s"	"3D"	"3"	7	7		""	"L10989"	
Fe	2	"567.3324"	"0.0006"	"567.33128"	"0.00003"	"50"	""		"11.0896991"	"13.2744861"	"3d5.(4P).4s.4p.(3P*)"	"6P*"	"5/2"	"3d6.(5D).5d"	"4P"	"3/2"	6	4		""	"L18349c139"	
Fe	1	"567.3376"	"0.0003"	"567.33784"	"0.00005"	"2"	""		"3.69459719"	"5.87935896"	"3d6.4s2"	"b 1G2"	"4"	"3d6.(3G).4s.4p.(3P*)"	"w 5G*"	"5"	9	11		""	"L11631"	
Ti	1	"567.3419"	"0.0004"	"567.34201"	"0.00010"	"20"	""		"3.1477519"	"5.33249760"	"3d2.(3F).4s.4p.(1P*)"	"y 3F*"	"4"	"3d4"	"3F1"	"4"	9	9		""	"L10989"	
Cr	1	"567.4175"	"0.0002"	"567.41743"	"0.00004"	"7"	""		"3.55579538"	"5.74025070"	"3d5.(4D).4s"	"a 3D"	"1"	"3d4.(3F1).4s.4p.(3P*)"	"w 5D*"	"1"	3	3		""	"L14866"	
Ti	1	"567.4679"	"0.0004"	"567.4678"	"0.0003"	"3"	""		"3.4070940"	"5.5913554"	"3d2.(1D).4s.4p.(3P*)"	"x 3D*"	"3"	"3d2.4s.(2D).5s"	"3D"	"2"	7	5		""	"L10989"	
Cu	2	"567.4694"	"0.0004"	"567.46947"	"0.00007"	"180*"	""		"14.6478590"	"16.83211397"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d9.(2D<3/2>).6s"	"2[3/2]"	"2"	7	5		""	"L869c171"	
Cu	2	"567.4694"	"0.0004"	"567.46968"	"0.00010"	"180*"	""		"15.06716123"	"17.2514154"	"3d8.(3F).4s.4p.(3P*)"	"1F*"	"3"	"3d9.(2D<3/2>).5d"	"2[5/2]"	"2"	7	5		""	"L869c171,c172"	
Cr	1	"567.5067"	"0.0004"	"567.50702"	"0.00004"	"3"	""		"3.55614020"	"5.74025070"	"3d5.(4D).4s"	"a 3D"	"2"	"3d4.(3F1).4s.4p.(3P*)"	"w 5D*"	"1"	5	3		""	"L14866"	
Fe	2	"567.52524"	"0.00009"	"567.52539"	"0.00003"	"220"	"1.37e+07"	C+	"10.6000744"	"12.7841142"	"3d6.(5D).4d"	"6S"	"5/2"	"3d6.(5D<4>).4f"	"2[1]*"	"3/2"	6	4		"T6892c83"	"L18349c139"	
Ti	1	"567.5409"	"0.0004"	"567.54108"	"0.00013"	"230"	"1.56e+07"	B+	"2.3053556"	"4.4893350"	"3d2.(3F).4s.4p.(3P*)"	"z 5D*"	"3"	"3d2.4s.(4F).5s"	"e 5F"	"4"	7	9		"T6897"	"L10989"	
Hg	1	"567.581"	"0.008"	"567.588"	"0.004"	"600"	""		"7.7304551"	"9.914254"	"5d10.6s.7s"	"3S"	"1"	"5d10.6s.9p"	"1P*"	"1"	3	3		""	"L7588"	
Cu	2	"567.6005"	"0.0003"	"567.60028"	"0.00010"	"1300"	""		"14.42818752"	"16.6119391"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"4"	"3d8.(3P).4s.4p.(3P*)"	"3D*"	"3"	9	7		""	"L869c171"	
N	2	"567.602"	""	"567.602"	""	"550"	"2.80e+07"	A	"18.462312"	"20.646058"	"2s2.2p.3s"	"3P*"	"0"	"2s2.2p.3p"	"3D"	"1"	1	3		"T7333"	"L3513"	
Cr	1	"567.632"	"0.003"	"567.6345"	"0.0004"	"10"	""		"5.8508033"	"8.0344232"	"3d4.(3H).4s.4p.(3P*)"	"x 5G*"	"4"	"3d4.4s.5s"	"e 5H"	"5"	9	11		""	"L808"	
Fe	2	"567.63369"	"0.00007"	"567.63373"	"0.00003"	"190"	""		"5.28894824"	"7.4725712"	"3d6.(5D).4p"	"z 6P*"	"7/2"	"3d5.4s2"	"c 4D"	"7/2"	8	8		""	"L18349c139"	
Hg	2	"567.7105"	"0.0003"	"567.7102"	"0.0003"	"20000000E"	"1.8e+08"		"13.0857934"	"15.2691221"	"5d10.6d"	"2D"	"5/2"	"5d10.5f"	"2F*"	"7/2"	6	8		"T7226"	"L11760"	
Fe	1	"567.76844"	"0.00010"	"567.76841"	"0.00005"	"14"	""		"4.10337372"	"6.28647868"	"3d7.(4F).4p"	"y 5D*"	"4"	"3d6.(5D).4s (6D).4d"	"e 5G"	"5"	9	11		""	"L11631"	
Cr	1	"567.778"	"0.003"	"567.7813"	"0.0019"	"12"	""		"5.85561994"	"8.038675"	"3d4.(3H).4s.4p.(3P*)"	"x 5G*"	"5"	"3d4.4s.5s"	"e 5H"	"6"	11	13		""	"L808"	
Fe	1	"567.83784"	"0.00010"	"567.83788"	"0.00005"	"13"	""		"3.88350907"	"6.06634697"	"3d6.(5D).4s.4p.(3P*)"	"z 3D*"	"3"	"3d7.(4F).5s"	"e 3F"	"2"	7	5		""	"L11631"	
Cr	2	"567.83983"	"0.00015"	"567.83998"	"0.00006"	"4"	""		"6.48409747"	"8.66692728"	"3d5"	"d 2G"	"7/2"	"3d4.(a 3F).4p"	"y 2G*"	"7/2"	8	8		""	"L18847"	
Cu	2	"567.8556"	"0.0003"	"567.8554"	"0.0003"	"87"	""		"16.99496619"	"19.1777366"	"3d9.(2D<5/2>).5d"	"2[5/2]"	"2"	"3d9.(2D<5/2>).7f"	"2[7/2]*"	"3"	5	7		""	"L869c171"	
Fe	1	"567.8601"	"0.0003"	"567.86004"	"0.00005"	"4"	""		"2.42419831"	"4.60695104"	"3d6.4s2"	"a 3P2"	"1"	"3d6.(5D).4s.4p.(1P*)"	"y 5P*"	"2"	3	5		""	"L11631"	
Fe	1	"567.90226"	"0.00010"	"567.90233"	"0.00005"	"389"	"3.7e+06"	D	"4.65203107"	"6.83462125"	"3d7.(4F).4p"	"y 3F*"	"2"	"3d7.(4F).4d"	"f 3F"	"3"	5	7		"T2578n"	"L11631"	
Cr	1	"567.942"	"0.003"	"567.94135"	"0.00005"	"8"	""		"3.43483025"	"5.61727046"	"3d4.4s2"	"b 3G"	"4"	"3d4.(3F1).4s.4p.(3P*)"	"x 5F*"	"5"	9	11		""	"L808"	
N	2	"567.956"	""	"567.956"	""	"870"	"4.96e+07"	A	"18.483133"	"20.665518"	"2s2.2p.3s"	"3P*"	"2"	"2s2.2p.3p"	"3D"	"3"	5	7		"T7333"	"L3513"	
Fe	2	"567.9848"	"0.0005"	"567.98373"	"0.00006"	"90"	""		"11.4437749"	"13.6260522"	"3d5.(4D).4s.4p.(3P*)"	"6F*"	"9/2"	"3d6.(3G).4d"	"2G"	"7/2"	10	8		""	"L18349c139"	
Ti	1	"567.9914"	"0.0004"	"567.99170"	"0.00019"	"72"	"1.1e+07"	D	"2.4719790"	"4.6542257"	"3d2.(3F).4s.4p.(3P*)"	"z 3D*"	"1"	"3d2.4s.(4F).5s"	"e 3F"	"2"	3	5		"T4401n"	"L10989"	
Fe	1	"568.02400"	"0.00010"	"568.02404"	"0.00005"	"55"	"8.4e+04"	E	"4.18636440"	"6.36848691"	"3d8"	"c 3F"	"2"	"3d7.(2D2).4p"	"v 3F*"	"3"	5	7		"T2578n"	"L11631"	
Fe	2	"568.07712"	"0.00009"	"568.07707"	"0.00004"	"190"	""		"7.9400585"	"10.1219773"	"3d6.(3F2).4p"	"y 4G*"	"7/2"	"3d5.4s2"	"2F2"	"5/2"	8	6		""	"L18349c139"	
Cr	1	"568.107"	"0.003"	"568.1095"	"0.0004"	"40"	""		"5.52862611"	"7.7104202"	"3d4.(3F1).4s.4p.(3P*)"	"y 5G*"	"5"	"3d4.4p2"	"f 7F"	"4"	11	9		""	"L808"	
Cu	2	"568.1353"	"0.0003"	"568.13597"	"0.00010"	"87"	""		"14.43024652"	"16.6119391"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"2"	"3d8.(3P).4s.4p.(3P*)"	"3D*"	"3"	5	7		""	"L869c171"	
Si	2	"568.144"	""	"568.144"	""	"30w"	"1.00e+07"	C+	"14.167134"	"16.348796"	"3s.3p.(3P*).3d"	"4F*"	"3/2"	"3s.3p.(3P*).4p"	"4D"	"3/2"	4	4		"T6570"	"L3541"	
Ar	2	"568.1480"	"0.0008"	"568.145510"	"0.000020"	"2*"	""		"23.702008951"	"25.88366492"	"3s2.3p4.(3P).5p"	"4S*"	"3/2"	"3s2.3p4.(3P).7s"	"2P"	"1/2"	4	2		""	"L14821"	
Ar	2	"568.1480"	"0.0008"	"568.15028"	"0.00003"	"2*"	""		"23.64788005"	"25.82951773"	"3s2.3p4.(3P).5p"	"4D*"	"1/2"	"3s2.3p4.(3P).7s"	"4P"	"1/2"	2	2		""	"L14821"	
Fe	1	"568.15061"	"0.00010"	"568.15058"	"0.00005"	"34"	""		"4.18636440"	"6.36800089"	"3d8"	"c 3F"	"2"	"3d6.(5D).4s (6D).5p"	"t 5D*"	"3"	5	7		""	"L11631"	
Cu	2	"568.1998"	"0.0003"	"568.19923"	"0.00007"	"430"	""		"15.06716123"	"17.24861095"	"3d8.(3F).4s.4p.(3P*)"	"1F*"	"3"	"3d9.(2D<3/2>).5d"	"2[5/2]"	"3"	7	7		""	"L869c171"	
Ni	1	"568.220"	""	"568.2199"	""	"12"	"7.8e+06"	D	"4.1054062"	"6.2867766"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d9.(2D<3/2>).4d"	"2[7/2]"	"4"	7	9		"T4287"	"L3475"	
Cu	2	"568.2433"	"0.0003"	"568.24316"	"0.00010"	"2100"	""		"14.6389757"	"16.82025682"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"	"3d9.(2D<3/2>).6s"	"2[3/2]"	"1"	3	3		""	"L869c171"	
Cr	1	"568.24950"	"0.00013"	"568.24946"	"0.00006"	"15"	""		"3.83921781"	"6.02047467"	"3d4.(5D).4s.4p.(3P*)"	"z 5F*"	"3"	"3d4.4s.5s"	"f 5D"	"2"	7	5		""	"L14866"	
Fe	1	"568.2498"	"0.0003"	"568.24947"	"0.00007"	"6"	""		"4.91297355"	"7.09423040"	"3d6.(5D).4s.4p.(1P*)"	"x 5D*"	"4"	"3d7.(4F).6s"	"3F"	"3"	9	7		""	"L11631"	
Na	1	"568.26333"	"0.00005"	"568.26333"	"0.00006"	"5"	"1.01e+07"	A	"2.102297177"	"4.28350081"	"2p6.3p"	"2P*"	"1/2"	"2p6.4d"	"2D"	"3/2"	2	4		"c30"	"L15039"	
Si	1	"568.4484"	""	"568.4484"	""	"120"	"2.6e+06"	D	"4.9537952"	"7.1342886"	"3s2.3p.4s"	"3P*"	"2"	"3s2.3p.5p"	"3S"	"1"	5	3		"T6066c4,LS"	"L3521"	
Fe	1	"568.4484"	"0.0003"	"568.44844"	"0.00010"	"4"	""		"5.07033256"	"7.2508259"	"3d6.(3P2).4s.4p.(3P*)"	"z 5S*"	"2"	"3d6.4s.(4D).4d"	"5P"	"3"	5	7		""	"L11631"	
Ne	1	"568.4647"	"0.0020"	"568.46620"	"0.00005"	"250"	""		"18.96595369"	"21.14637893"	"2s2.2p5.(2P*<1/2>).3p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<3/2>).7s"	"2[3/2]*"	"1"	1	3		""	"L3469"	
Fe	1	"568.5863"	"0.0003"	"568.58614"	"0.00007"	"2"	""		"4.98804995"	"7.16801526"	"3d6.(5D).4s.4p.(1P*)"	"x 5D*"	"2"	"3d6.(5D).4s (4D).4d"	"i 5D"	"3"	5	7		""	"L11631"	
Fe	1	"568.61200"	"0.00010"	"568.61201"	"0.00005"	"10"	""		"3.63521992"	"5.81508605"	"3d6.4s2"	"b 3D"	"1"	"3d6.(3P2).4s.4p.(3P*)"	"y 3P*"	"1"	3	3		""	"L11631"	
N	2	"568.621"	""	"568.621"	""	"450"	"1.78e+07"	A	"18.466228"	"20.646058"	"2s2.2p.3s"	"3P*"	"1"	"2s2.2p.3p"	"3D"	"1"	3	3		"T7333"	"L3513"	
Fe	1	"568.65298"	"0.00010"	"568.65296"	"0.00005"	"720"	"6.71e+06"	B+	"4.54850612"	"6.72821528"	"3d7.(4F).4p"	"y 3F*"	"4"	"3d7.(4F).4d"	"e 3H"	"5"	9	11		"T5720"	"L11631"	
Na	1	"568.81934"	"0.00005"	"568.81933"	"0.00006"	"1"	"2.02e+06"	A	"2.104429202"	"4.28350081"	"2p6.3p"	"2P*"	"3/2"	"2p6.4d"	"2D"	"3/2"	4	4		"c30"	"L15039"	
Na	1	"568.82046"	"0.00005"	"568.82047"	"0.00006"	"9"	"1.21e+07"	A	"2.104429202"	"4.28349647"	"2p6.3p"	"2P*"	"3/2"	"2p6.4d"	"2D"	"5/2"	4	6		"c30"	"L15039"	
Si	2	"568.881"	""	"568.882"	""	"300w"	"4.60e+07"	B	"14.185600"	"16.364433"	"3s.3p.(3P*).3d"	"4F*"	"7/2"	"3s.3p.(3P*).4p"	"4D"	"5/2"	8	6		"T6570"	"L3541"	
Cr	1	"568.908"	"0.003"	"568.9105"	"0.0003"	"10"	""		"4.40158502"	"6.5803075"	"3d6"	"c 5D"	"3"	"3d4.(3D).4s.4p.(3P*)"	"r 5F*"	"3"	7	7		""	"L808"	
Ti	1	"568.9459"	"0.0004"	"568.94606"	"0.00013"	"160"	"1.28e+07"	B+	"2.2968146"	"4.4754008"	"3d2.(3F).4s.4p.(3P*)"	"z 5D*"	"2"	"3d2.4s.(4F).5s"	"e 5F"	"3"	5	7		"T6897"	"L10989"	
Ne	1	"568.98163"	"0.00004"	"568.98156"	"0.00005"	"1500"	"1.41e+06"	B+	"18.38162323"	"20.56007355"	"2s2.2p5.(2P*<3/2>).3p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).5s"	"2[3/2]*"	"2"	3	5		"T2734"	"L3451"	
Cu	2	"568.983"	"0.004"	"568.98869"	"0.00010"	"170"	""		"14.65037786"	"16.8288009"	"3d9.(2D<3/2>).4d"	"2[3/2]"	"2"	"3d8.(3F).4s.4p.(1P*)"	"3D*"	"3"	5	7		""	"L14468c171"	
Si	1	"569.0425"	""	"569.0425"	""	"100"	"9.26e+05"	D+	"4.9296471"	"7.1078640"	"3s2.3p.4s"	"3P*"	"1"	"3s2.3p.5p"	"3P"	"1"	3	3		"T2301"	"L3521"	
Cr	1	"569.0961"	"0.0004"	"569.09641"	"0.00019"	"20"	""		"4.6176689"	"6.7956796"	"3d5.(2G2).4s"	"c 3G"	"4"	"3d5.(4G).5p"	"v 3H*"	"4"	9	9		""	"L9190"	
Fe	2	"569.09956"	"0.00005"	"569.09949"	"0.00003"	"500"	"1.15e+07"	B+	"10.6780583"	"12.8560572"	"3d6.(5D).4d"	"e 4F"	"9/2"	"3d6.(5D<2>).4f"	"2[5]*"	"11/2"	10	12		"T6892c83"	"L18349c139"	
Fe	1	"569.14967"	"0.00010"	"569.14964"	"0.00005"	"182"	"6.7e+06"	E	"4.30127816"	"6.47908516"	"3d7.(4F).4p"	"y 5F*"	"1"	"3d6.(5D).4s (4D).5s"	"g 5D"	"0"	3	1		"T2578n"	"L11631"	
Ar	2	"569.16630"	"0.00016"	"569.16615"	"0.00005"	"11"	""		"21.62407061"	"23.80181442"	"3s2.3p4.(1D).3d"	"2P"	"3/2"	"3s2.3p4.(1S).4p"	"2P*"	"3/2"	4	4		""	"L11520"	
C	1	"569.3110"	"0.0014"	"569.3109"	"0.0006"	"5800"	""		"8.53709962"	"10.7142898"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.6s"	"1P*"	"1"	3	3		""	"L17684"	
Ar	2	"569.330"	"0.0008"	"569.331570"	"0.000013"	"0"	""		"23.08230349"	"25.259414577"	"3s2.3p4.(3P).4d"	"4P"	"1/2"	"3s2.3p4.(3P).6p"	"2P*"	"3/2"	2	4		""	"L14821"	
Fe	1	"569.3318"	"0.0003"	"569.33196"	"0.00007"	"4"	""		"4.98804995"	"7.16515953"	"3d6.(5D).4s.4p.(1P*)"	"x 5D*"	"2"	"3d7.(4F).6s"	"3F"	"2"	5	5		""	"L11631"	
Fe	1	"569.36421"	"0.00004"	""	""	"363"	""		""	""	""	""	""	""	""	""				""	"L11631"	
C	2	"569.4300"	"0.0020"	"569.4293"	"0.0013"	"6"	"1.7e+06"	C	"24.653514"	"26.830251"	"2s.2p.(3P*).3d"	"4P*"	"5/2"	"2s.2p.(3P*).4p"	"4P"	"5/2"	6	6		"T10528"	"L1176"	
Cu	2	"569.4526"	"0.0003"	"569.45253"	"0.00013"	"170"	""		"14.62123579"	"16.7978844"	"3d9.(2D<3/2>).4d"	"2[3/2]"	"1"	"3d8.(3P).4s.4p.(3P*)"	"3P*"	"0"	3	1		""	"L869c171"	
Cr	1	"569.47404"	"0.00006"	"569.47407"	"0.00004"	"32"	"1.4e+07"	D	"3.85669178"	"6.03325810"	"3d4.(5D).4s.4p.(3P*)"	"z 5F*"	"4"	"3d4.4s.5s"	"f 5D"	"3"	9	7		"T4288"	"L14866"	
Ni	1	"569.500"	""	"569.4983"	""	"8"	"1.7e+07"	D	"4.0892791"	"6.2657526"	"3d9.(2D).4p"	"1P*"	"1"	"3d9.(2D<3/2>).4d"	"2[1/2]"	"1"	3	3		"T4287"	"L3475"	
Fe	2	"569.58273"	"0.00005"	"569.58264"	"0.00004"	"350"	""		"7.9458259"	"10.1219773"	"3d6.(3F2).4p"	"y 4G*"	"5/2"	"3d5.4s2"	"2F2"	"5/2"	6	6		""	"L18349c139"	
Cu	2	"569.5931"	"0.0003"	"569.59321"	"0.00005"	"340"	""		"14.69012064"	"16.86623170"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"3"	"3d9.(2D<5/2>).4f"	"2[5/2]*"	"3"	7	7		""	"L869c171"	
Fe	1	"569.60892"	"0.00010"	"569.60886"	"0.00007"	"30"	"4.35e+05"	C+	"4.54850612"	"6.72455738"	"3d7.(4F).4p"	"y 3F*"	"4"	"3d7.(4F).4d"	"e 5H"	"4"	9	9		"T6110"	"L11631"	
Cr	1	"569.620"	"0.003"	"569.62064"	"0.00004"	"50"	""		"3.10437812"	"5.28038436"	"3d5.(4G).4s"	"a 3G"	"5"	"3d5.(4G).4p"	"z 5G*"	"5"	11	11		""	"L808"	
S	1	"569.663"	"0.003"	"569.664"	"0.003"	"260*"	"2.02e+06"	D+	"7.8663062"	"10.042149u"	"3s2.3p3.(4S*).4p"	"5P"	"1"	"3s2.3p3.(4S*).7d"	"5D*"	"1"	2	2		"T10762,T7952"	"L7427"	
S	1	"569.663"	"0.003"	"569.664"	"0.004"	"260*"	"9.42e+05"	D+	"7.8663062"	"10.042149u"	"3s2.3p3.(4S*).4p"	"5P"	"1"	"3s2.3p3.(4S*).7d"	"5D*"	"2"	2	4		"T10762,T7952"	"L7427"	
Fe	1	"569.80196"	"0.00010"	"569.80200"	"0.00005"	"39"	"1.6e+05"	E	"3.63977237"	"5.81508605"	"3d6.4s2"	"b 3D"	"2"	"3d6.(3P2).4s.4p.(3P*)"	"y 3P*"	"1"	5	3		"T2578n"	"L11631"	
Cr	1	"569.83185"	"0.00006"	"569.83186"	"0.00004"	"54"	""		"3.87826474"	"6.05346444"	"3d4.(5D).4s.4p.(3P*)"	"z 5F*"	"5"	"3d4.4s.5s"	"f 5D"	"4"	11	9		""	"L14866"	
Fe	1	"569.83645"	"0.00010"	"569.83643"	"0.00007"	"36"	""		"4.29441489"	"6.46959714"	"3d6.4s2"	"b 1D2"	"2"	"3d7.(2P).4p"	"1P*"	"1"	5	3		""	"L11631"	
Ti	1	"569.8401"	"0.0004"	"569.8403"	"0.0003"	"5"	""		"2.2492302"	"4.4243977"	"3d3.(2H).4s"	"a 3H"	"5"	"3d3.(2G).4p"	"y 3H*"	"6"	11	13		""	"L10989"	
Fe	2	"569.85620"	"0.00008"	"569.85647"	"0.00005"	"290"	""		"11.2913111"	"13.4664169"	"3d6.(5D).5p"	"4F*"	"5/2"	"3d6.(3G).4d"	"4G"	"5/2"	6	6		""	"L18349c139"	
Hg	2	"569.8590"	"0.0003"	"569.8593"	"0.0004"	"1500c"	"4.6e+06"		"12.8786481"	"15.0537431"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"1/2"	"5d10.8s"	"2S"	"1/2"	2	2		"T7226"	"L11760"	
Fe	1	"569.9410"	"0.0003"	"569.94087"	"0.00013"	"8"	""		"4.95563019"	"7.1304138"	"3d6.(5D).4s.4p.(1P*)"	"x 5D*"	"3"	"3d7.(4F).6s"	"5F"	"3"	7	7		""	"L11631"	
Na	2	"570.007"	"0.010"	""	""	"130"	""		""	""	""	""	""	""	""	""				""	"L914"	
S	1	"570.024"	"0.003"	"570.023"	"0.003"	"400"	"1.80e+06"	D+	"7.8676797"	"10.042149"	"3s2.3p3.(4S*).4p"	"5P"	"2"	"3s2.3p3.(4S*).7d"	"5D*"	"3"	4	6		"T10762,T7952"	"L7427"	
Cu	1	"570.0240"	"0.0009"	"570.0240"	"0.0006"	"1500"	"2.4e+05"	C+	"1.6422256"	"3.8166920"	"3d9.4s2"	"2D"	"3/2"	"3d10.4p"	"2P*"	"3/2"	4	4		"T1343"	"L772"	
Cr	1	"570.05114"	"0.00016"	"570.05098"	"0.00003"	"10"	""		"3.55053095"	"5.72489453"	"3d5.(4D).4s"	"a 3D"	"3"	"3d5.(4P).4p"	"y 3D*"	"3"	7	7		""	"L14866"	
